STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-06,0.0,,30.0,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-07,0.0,,27.2,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-08,0.0,,30.6,21.1
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-09,0.0,,30.0,21.1
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-10,0.0,,30.6,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-11,0.0,,30.6,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-12,0.0,,30.0,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-13,0.0,,30.6,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-14,0.0,,31.7,21.7
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-15,0.0,,31.7,21.7
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-16,0.0,,32.8,21.1
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-17,0.0,,32.2,20.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-18,0.0,,31.7,21.7
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-19,0.0,,32.8,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-20,0.0,,32.2,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-21,0.0,,32.2,26.1
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-22,0.0,,30.6,25.6
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-23,0.0,,31.7,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-24,0.0,,31.1,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-25,0.0,,31.1,25.6
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-26,0.0,,31.1,26.1
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-27,0.0,,31.7,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-02-28,0.0,,31.1,25.6
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-03-01,0.0,,31.7,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-03-02,0.0,,32.2,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-03-03,0.0,,31.7,22.8
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-03-04,0.0,,31.7,26.7
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-03-05,0.0,,32.2,26.7
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-03-06,0.0,,31.7,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1967-03-07,0.0,,31.7,23.9
